security_id,loan_id,collateral_type,face_value,coupon_rate,payment_frequency,next_payment_date,calculated_payment,trust_requirement_flag
SEC-0096,LN-000181,Clo,465935.6,0.0338,Quarterly,2026-10-11,3937.16,False
SEC-0097,LN-000607,Abs,316887.54,0.0611,Monthly,2026-03-26,1613.49,False
SEC-0098,LN-000700,Clo,51138.29,0.0559,Quarterly,2026-07-17,714.66,False
SEC-0099,LN-000993,Abs,443646.87,0.0296,Monthly,2026-04-06,1094.33,True
SEC-0100,LN-001140,Mbs,141748.68,0.0307,Quarterly,2026-05-19,1087.92,True
SEC-0001,LN-000191,Abs,129447.05,0.0304,Monthly,2026-06-05,327.93,False
SEC-0002,LN-002301,Cmo,155574.57,0.0612,Monthly,2026-05-22,793.43,True
SEC-0003,LN-000981,Mbs,292829.1,0.0321,Quarterly,2026-12-02,2349.95,False
SEC-0004,LN-002007,Cmo,276897.17,0.0484,Semi-Annual,2026-04-04,6700.91,False
SEC-0005,LN-001185,Clo,250792.74,0.0428,Monthly,2026-05-29,894.49,True
SEC-0006,LN-000128,Clo,361593.06,0.0525,Semi-Annual,2026-04-12,9491.82,False
SEC-0007,LN-002066,Abs,165103.49,0.0603,Monthly,2026-06-08,829.65,False
SEC-0008,LN-001817,Abs,393211.62,0.0592,Semi-Annual,2026-07-25,11639.06,True
SEC-0009,LN-001759,Clo,95907.62,0.0508,Quarterly,2026-06-15,1218.03,False
SEC-0010,LN-000570,Mbs,393484.19,0.0482,Monthly,2026-12-04,1580.49,True
SEC-0011,LN-001347,Cmo,335266.95,0.0449,Monthly,2026-10-08,1254.46,False
SEC-0012,LN-001896,Clo,344772.07,0.0681,Monthly,2026-12-28,1956.58,False
SEC-0013,LN-000626,Mbs,245961.16,0.0415,Monthly,2026-03-24,850.62,False
SEC-0014,LN-001687,Cmo,336830.75,0.038,Monthly,2026-08-07,1066.63,False
SEC-0015,LN-000155,Abs,49100.55,0.0622,Quarterly,2026-04-27,763.51,False
SEC-0016,LN-001410,Mbs,427260.05,0.043,Semi-Annual,2026-07-03,9186.09,True
SEC-0017,LN-000785,Mbs,37218.14,0.0673,Monthly,2026-10-30,208.73,False
SEC-0018,LN-000246,Clo,82883.34,0.0414,Quarterly,2026-11-11,857.84,False
SEC-0019,LN-001501,Cmo,292626.96,0.0601,Quarterly,2026-11-16,4396.72,False
SEC-0020,LN-001706,Clo,372311.61,0.0273,Semi-Annual,2026-06-10,5082.05,False
SEC-0021,LN-000538,Abs,47363.27,0.0443,Quarterly,2026-07-05,524.55,False
SEC-0022,LN-001891,Abs,461174.76,0.0422,Quarterly,2026-10-11,4865.39,False
SEC-0023,LN-001842,Cmo,487067.75,0.0658,Monthly,2026-05-27,2670.75,False
SEC-0024,LN-000921,Cmo,306915.58,0.0734,Monthly,2026-06-16,1877.3,False
SEC-0025,LN-002456,Cmo,245809.29,0.048,Monthly,2026-12-01,983.24,False
SEC-0026,LN-000525,Clo,373283.54,0.0662,Monthly,2026-07-28,2059.28,False
SEC-0027,LN-001530,Cmo,170895.1,0.06,Monthly,2026-06-08,854.48,False
SEC-0028,LN-000036,Cmo,251699.57,0.0734,Quarterly,2026-09-06,4618.69,False
SEC-0029,LN-000685,Clo,458914.0,0.0656,Monthly,2026-11-02,2508.73,True
SEC-0030,LN-000020,Abs,478271.16,0.0289,Quarterly,2026-04-19,3455.51,False
SEC-0031,LN-002369,Abs,464263.87,0.0607,Monthly,2026-07-10,2348.4,True
SEC-0032,LN-000400,Mbs,138599.55,0.0518,Semi-Annual,2026-09-24,3589.73,True
SEC-0033,LN-000972,Abs,123909.83,0.0258,Semi-Annual,2026-09-28,1598.44,False
SEC-0034,LN-001907,Cmo,155855.61,0.0376,Monthly,2026-05-21,488.35,False
SEC-0035,LN-001167,Abs,226242.45,0.0711,Monthly,2026-05-09,1340.49,False
SEC-0036,LN-001116,Clo,163942.03,0.0713,Quarterly,2026-03-23,2922.27,False
SEC-0037,LN-000834,Abs,193364.27,0.0649,Monthly,2026-06-26,1045.78,False
SEC-0038,LN-001824,Abs,314112.11,0.0741,Monthly,2026-12-07,1939.64,True
SEC-0039,LN-001983,Mbs,383637.58,0.0653,Monthly,2026-11-28,2087.63,False
SEC-0040,LN-000854,Mbs,370423.52,0.0255,Semi-Annual,2026-10-15,4722.9,False
SEC-0041,LN-000051,Cmo,409067.55,0.0394,Semi-Annual,2026-05-30,8058.63,False
SEC-0042,LN-000575,Clo,25770.36,0.0265,Quarterly,2026-05-03,170.73,False
SEC-0043,LN-001149,Cmo,33389.56,0.0297,Quarterly,2026-06-13,247.92,False
SEC-0044,LN-002198,Clo,396797.65,0.0359,Semi-Annual,2026-11-13,7122.52,False
SEC-0045,LN-002362,Clo,271208.62,0.0502,Semi-Annual,2026-04-03,6807.34,True
SEC-0046,LN-002353,Mbs,293288.93,0.0674,Semi-Annual,2026-12-12,9883.84,False
SEC-0047,LN-001716,Abs,35767.56,0.0681,Monthly,2026-11-27,202.98,False
SEC-0048,LN-000682,Abs,135103.76,0.0558,Monthly,2026-05-14,628.23,False
SEC-0049,LN-000838,Mbs,322793.61,0.0714,Quarterly,2026-05-01,5761.87,False
SEC-0050,LN-001078,Cmo,430999.13,0.05,Quarterly,2026-11-16,5387.49,False
SEC-0051,LN-002492,Abs,459321.86,0.0695,Monthly,2026-05-20,2660.24,False
SEC-0052,LN-002312,Cmo,255205.55,0.0477,Monthly,2026-12-16,1014.44,False
SEC-0053,LN-001596,Abs,277282.37,0.0389,Semi-Annual,2026-03-15,5393.14,False
SEC-0054,LN-000005,Cmo,418194.32,0.0708,Semi-Annual,2026-10-21,14804.08,True
SEC-0055,LN-001127,Clo,273436.05,0.0444,Monthly,2026-12-07,1011.71,True
SEC-0056,LN-001220,Clo,263260.68,0.0502,Semi-Annual,2026-10-16,6607.84,True
SEC-0057,LN-000774,Abs,453491.18,0.0414,Quarterly,2026-09-20,4693.63,True
SEC-0058,LN-000877,Cmo,397067.03,0.0581,Semi-Annual,2026-04-06,11534.8,False
SEC-0059,LN-000992,Cmo,455445.54,0.0748,Monthly,2026-12-11,2838.94,False
SEC-0060,LN-000047,Clo,116941.06,0.0263,Monthly,2026-10-20,256.3,True
SEC-0061,LN-000269,Cmo,266943.99,0.07,Monthly,2026-07-10,1557.17,False
SEC-0062,LN-000370,Mbs,422811.34,0.0252,Monthly,2026-11-16,887.9,True
SEC-0063,LN-000636,Cmo,64462.44,0.0432,Quarterly,2026-09-26,696.19,False
SEC-0064,LN-001130,Clo,399384.46,0.0334,Monthly,2026-09-10,1111.62,True
SEC-0065,LN-001694,Mbs,99656.96,0.0629,Semi-Annual,2026-05-04,3134.21,True
SEC-0066,LN-001683,Mbs,405978.19,0.0275,Monthly,2026-10-18,930.37,True
SEC-0067,LN-000657,Cmo,309880.46,0.0527,Monthly,2026-05-22,1360.89,False
SEC-0068,LN-000120,Clo,104685.64,0.0397,Quarterly,2026-07-23,1039.0,False
SEC-0069,LN-000831,Clo,241943.55,0.0317,Quarterly,2026-11-14,1917.4,True
SEC-0070,LN-001811,Clo,344133.53,0.0636,Monthly,2026-07-12,1823.91,False
SEC-0071,LN-001082,Mbs,320587.92,0.0359,Quarterly,2026-04-26,2877.28,True
SEC-0072,LN-001975,Clo,219351.13,0.0362,Quarterly,2026-08-07,1985.13,False
SEC-0073,LN-001370,Mbs,450689.6,0.0388,Quarterly,2026-12-18,4371.69,False
SEC-0074,LN-000741,Mbs,264439.07,0.0543,Quarterly,2026-10-10,3589.76,True
SEC-0075,LN-000117,Abs,257874.98,0.058,Monthly,2026-07-24,1246.4,False
SEC-0076,LN-001854,Cmo,40502.79,0.0259,Quarterly,2026-06-19,262.26,False
SEC-0077,LN-001151,Clo,461838.99,0.0371,Semi-Annual,2026-03-17,8567.11,False
SEC-0078,LN-001932,Mbs,96787.12,0.0465,Monthly,2026-03-18,375.05,False
SEC-0079,LN-001013,Cmo,268888.9,0.0416,Monthly,2026-12-07,932.15,False
SEC-0080,LN-001665,Mbs,403748.12,0.0692,Semi-Annual,2026-05-14,13969.68,False
SEC-0081,LN-001082,Cmo,115572.11,0.0644,Monthly,2026-12-06,620.24,False
SEC-0082,LN-000634,Mbs,268412.91,0.0563,Monthly,2026-03-18,1259.3,False
SEC-0083,LN-000513,Clo,127935.61,0.0419,Semi-Annual,2026-09-23,2680.25,False
SEC-0084,LN-001120,Abs,382250.55,0.06,Monthly,2026-06-28,1911.25,False
SEC-0085,LN-001142,Abs,286527.17,0.0672,Monthly,2026-08-23,1604.55,False
SEC-0086,LN-000560,Abs,429428.17,0.0547,Semi-Annual,2026-10-10,11744.86,False
SEC-0087,LN-000488,Mbs,448333.42,0.0642,Semi-Annual,2026-09-16,14391.5,False
SEC-0088,LN-000897,Cmo,327879.41,0.0625,Monthly,2026-05-08,1707.71,False
SEC-0089,LN-001213,Clo,365441.71,0.0536,Quarterly,2026-06-02,4896.92,False
SEC-0090,LN-000704,Clo,279117.85,0.0406,Semi-Annual,2026-10-19,5666.09,True
SEC-0091,LN-001471,Mbs,198370.08,0.0623,Quarterly,2026-07-22,3089.61,False
SEC-0092,LN-000581,Abs,327577.78,0.0353,Monthly,2026-07-26,963.62,False
SEC-0093,LN-002295,Mbs,455061.43,0.064,Monthly,2026-12-14,2426.99,False
SEC-0094,LN-000154,Cmo,214173.39,0.0652,Monthly,2026-10-17,1163.68,True
SEC-0095,LN-001680,Abs,164060.91,0.0661,Semi-Annual,2026-12-29,5422.21,True
SEC-0096,LN-000997,Mbs,200334.1,0.0486,Semi-Annual,2026-09-18,4868.12,False
SEC-0097,LN-001244,Cmo,223344.84,0.0346,Semi-Annual,2026-08-03,3863.87,False
SEC-0098,LN-001093,Abs,46044.9,0.03,Semi-Annual,2026-10-04,690.67,False
SEC-0099,LN-001009,Clo,254236.5,0.0622,Quarterly,2026-06-27,3953.38,False
SEC-0100,LN-002142,Cmo,252213.98,0.0693,Monthly,2026-10-12,1456.54,False
SEC-0001,LN-001774,Clo,298337.48,0.0575,Quarterly,2026-12-22,4288.6,False
SEC-0002,LN-000958,Cmo,187781.81,0.0322,Quarterly,2026-12-25,1511.64,False
SEC-0003,LN-000453,Abs,310422.72,0.0717,Quarterly,2026-11-17,5564.33,False
SEC-0004,LN-001228,Mbs,440325.99,0.0745,Monthly,2026-06-14,2733.69,False
SEC-0005,LN-002266,Mbs,478180.79,0.0467,Semi-Annual,2026-09-20,11165.52,False
SEC-0006,LN-002480,Mbs,295969.99,0.0547,Monthly,2026-12-26,1349.13,False
SEC-0007,LN-002389,Mbs,30869.57,0.0639,Monthly,2026-12-24,164.38,True
SEC-0008,LN-000551,Cmo,484925.64,0.0618,Quarterly,2026-11-17,7492.1,True
SEC-0009,LN-001636,Mbs,355872.41,0.0734,Quarterly,2026-07-22,6530.26,False
SEC-0010,LN-001313,Mbs,174622.19,0.0307,Monthly,2026-08-19,446.74,False
SEC-0011,LN-001758,Cmo,82107.27,0.054,Semi-Annual,2026-09-07,2216.9,False
SEC-0012,LN-000357,Cmo,80275.12,0.0596,Monthly,2026-10-04,398.7,True
SEC-0013,LN-002071,Abs,92194.76,0.0695,Monthly,2026-05-24,533.96,False
SEC-0014,LN-001786,Cmo,32330.54,0.0687,Monthly,2026-05-14,185.09,False
SEC-0015,LN-001782,Clo,452055.55,0.0739,Quarterly,2026-07-10,8351.73,False
SEC-0016,LN-002490,Abs,274976.43,0.0506,Semi-Annual,2026-10-29,6956.9,False
SEC-0017,LN-001632,Abs,352980.11,0.0665,Semi-Annual,2026-06-05,11736.59,False
SEC-0018,LN-001016,Mbs,415773.17,0.0464,Semi-Annual,2026-05-05,8846.5,False
SEC-0019,LN-001349,Mbs,397855.09,0.0461,Monthly,2026-07-02,1528.43,False
SEC-0020,LN-000516,Clo,442476.76,0.0377,Monthly,2026-11-30,1390.11,True
SEC-0021,LN-000336,Mbs,483954.77,0.0659,Quarterly,2026-10-06,7973.15,True
SEC-0022,LN-001783,Cmo,225144.6,0.0743,Monthly,2026-09-04,1394.02,True
SEC-0023,LN-002306,Cmo,475664.38,0.0378,Semi-Annual,2026-12-21,8990.06,False
SEC-0024,LN-000497,Mbs,364412.07,0.0278,Quarterly,2026-04-10,2532.66,True
SEC-0025,LN-000896,Mbs,44627.41,0.0658,Semi-Annual,2026-06-05,1468.24,True
SEC-0026,LN-002208,Cmo,344073.73,0.056,Monthly,2026-09-30,1605.68,True
SEC-0027,LN-000852,Abs,346491.16,0.073,Monthly,2026-03-17,2107.82,True
SEC-0028,LN-001688,Clo,453871.68,0.0376,Quarterly,2026-04-30,4266.39,False
SEC-0029,LN-001932,Clo,192736.74,0.0286,Monthly,2026-05-28,459.36,True
SEC-0030,LN-002428,Abs,296606.64,0.0496,Quarterly,2026-11-11,3677.92,False
SEC-0031,LN-001569,Clo,15971.9,0.0293,Monthly,2026-10-23,39.0,False
SEC-0032,LN-000957,Mbs,172716.87,0.0381,Monthly,2026-04-29,548.38,True
SEC-0033,LN-001637,Mbs,40499.43,0.0313,Monthly,2026-04-16,105.64,False
SEC-0034,LN-001292,Mbs,265717.76,0.0362,Monthly,2026-07-27,801.58,False
SEC-0035,LN-001441,Clo,410549.35,0.0303,Quarterly,2026-07-06,3109.91,False
SEC-0036,LN-001192,Abs,111156.92,0.0727,Monthly,2026-09-20,673.43,True
SEC-0037,LN-001067,Mbs,268446.11,0.0389,Monthly,2026-04-24,908.66,False
SEC-0038,LN-000285,Abs,109964.23,0.0472,Monthly,2026-04-03,432.53,False
SEC-0039,LN-002445,Cmo,69137.35,0.0699,Monthly,2026-09-27,402.73,True
SEC-0040,LN-000012,Cmo,260388.43,0.0589,Monthly,2026-10-06,1278.07,True
SEC-0041,LN-001631,Cmo,48782.82,0.0559,Monthly,2026-12-06,227.25,False
SEC-0042,LN-000754,Clo,297803.77,0.0603,Quarterly,2026-08-08,4489.39,False
SEC-0043,LN-002083,Clo,25355.36,0.0664,Quarterly,2026-04-13,420.9,False
SEC-0044,LN-000090,Mbs,62290.34,0.0689,Quarterly,2026-06-12,1072.95,False
SEC-0045,LN-000776,Cmo,279498.77,0.0571,Semi-Annual,2026-11-23,7979.69,True
SEC-0046,LN-001626,Abs,299789.63,0.0695,Monthly,2026-10-25,1736.28,False
SEC-0047,LN-000418,Clo,24203.6,0.0518,Quarterly,2026-03-20,313.44,False
SEC-0048,LN-000115,Abs,290954.63,0.0389,Semi-Annual,2026-06-26,5659.07,False
SEC-0049,LN-000617,Abs,420866.24,0.069,Monthly,2026-12-05,2419.98,False
SEC-0050,LN-000826,Mbs,363934.93,0.0521,Quarterly,2026-08-08,4740.25,False
SEC-0051,LN-001650,Mbs,74280.7,0.0703,Monthly,2026-06-22,435.16,False
SEC-0052,LN-001517,Abs,300312.58,0.027,Monthly,2026-04-01,675.7,False
SEC-0053,LN-000413,Abs,339403.73,0.0449,Quarterly,2026-12-01,3809.81,False
SEC-0054,LN-000729,Abs,28243.29,0.0724,Monthly,2026-12-04,170.4,False
SEC-0055,LN-000676,Abs,429120.36,0.0375,Monthly,2026-07-11,1341.0,False
SEC-0056,LN-001893,Cmo,454071.02,0.0721,Monthly,2026-06-09,2728.21,False
SEC-0057,LN-002240,Abs,426721.61,0.0727,Monthly,2026-04-02,2585.22,False
SEC-0058,LN-001123,Clo,414069.42,0.0691,Monthly,2026-09-15,2384.35,False
SEC-0059,LN-001572,Mbs,375032.95,0.0532,Quarterly,2026-07-15,4987.94,True
SEC-0060,LN-000978,Clo,320381.7,0.0573,Quarterly,2026-03-15,4589.47,False
SEC-0061,LN-001009,Mbs,342527.23,0.0685,Quarterly,2026-06-03,5865.78,False
SEC-0062,LN-002144,Mbs,405133.69,0.0638,Monthly,2026-04-28,2153.96,False
SEC-0063,LN-001688,Mbs,334624.24,0.0565,Semi-Annual,2026-08-03,9453.13,False
SEC-0064,LN-000037,Clo,170586.21,0.0741,Quarterly,2026-10-05,3160.11,True
SEC-0065,LN-001549,Mbs,194220.94,0.0593,Monthly,2026-09-11,959.78,False
SEC-0066,LN-002327,Abs,449558.16,0.0738,Semi-Annual,2026-10-03,16588.7,True
SEC-0067,LN-002265,Abs,18389.82,0.0279,Quarterly,2026-10-08,128.27,True
SEC-0068,LN-000873,Cmo,352422.08,0.0319,Quarterly,2026-06-25,2810.57,False
SEC-0069,LN-001822,Cmo,477841.0,0.0476,Monthly,2026-12-05,1895.44,False
SEC-0070,LN-001297,Cmo,356051.8,0.0442,Monthly,2026-03-22,1311.46,False
SEC-0071,LN-002110,Abs,497016.87,0.0641,Semi-Annual,2026-04-19,15929.39,False
SEC-0072,LN-000596,Clo,346897.0,0.033,Quarterly,2026-04-30,2861.9,True
SEC-0073,LN-001904,Cmo,26837.88,0.0738,Quarterly,2026-12-21,495.16,False
SEC-0074,LN-000729,Abs,415234.84,0.0408,Quarterly,2026-08-07,4235.4,False
SEC-0075,LN-001366,Mbs,149468.66,0.0464,Semi-Annual,2026-12-26,3467.67,True
SEC-0076,LN-000397,Clo,228568.04,0.0387,Monthly,2026-09-09,737.13,False
SEC-0077,LN-000699,Clo,162925.04,0.054,Quarterly,2026-09-08,2199.49,False
SEC-0078,LN-002225,Abs,141591.51,0.0279,Monthly,2026-08-03,329.2,False
SEC-0079,LN-001636,Abs,221388.79,0.0325,Quarterly,2026-07-08,1798.78,False
SEC-0080,LN-000396,Mbs,195588.21,0.0623,Quarterly,2026-06-22,3046.29,False
SEC-0081,LN-002493,Mbs,320335.91,0.0343,Monthly,2026-11-02,915.63,False
SEC-0082,LN-000076,Mbs,408444.09,0.0368,Quarterly,2026-10-07,3757.69,False
SEC-0083,LN-000265,Clo,155573.44,0.0646,Monthly,2026-03-17,837.5,True
SEC-0084,LN-001820,Clo,114723.36,0.0297,Monthly,2026-07-26,283.94,False
SEC-0085,LN-000718,Cmo,336778.68,0.0469,Monthly,2026-06-12,1316.24,True
SEC-0086,LN-000851,Cmo,338456.83,0.0262,Monthly,2026-10-09,738.96,False
SEC-0087,LN-001391,Cmo,451554.31,0.0423,Monthly,2026-11-29,1591.73,False
SEC-0088,LN-000144,Clo,17813.39,0.0599,Monthly,2026-05-08,88.92,False
SEC-0089,LN-000885,Mbs,427989.92,0.0295,Quarterly,2026-12-26,3156.43,True
SEC-0090,LN-000396,Cmo,265291.06,0.0694,Quarterly,2026-04-21,4602.8,False
SEC-0091,LN-001493,Mbs,314438.02,0.0705,Quarterly,2026-11-27,5541.97,True
SEC-0092,LN-001168,Mbs,54772.01,0.0302,Monthly,2026-08-12,137.84,False
SEC-0093,LN-001063,Mbs,221981.32,0.0745,Semi-Annual,2026-09-05,7556.58,False
SEC-0094,LN-002157,Cmo,121378.18,0.0399,Quarterly,2026-05-13,1210.75,False
SEC-0095,LN-001066,Cmo,134570.26,0.0292,Monthly,2026-12-02,327.45,True
SEC-0096,LN-001210,Mbs,257006.61,0.0253,Semi-Annual,2026-07-24,3251.13,False
SEC-0097,LN-002446,Cmo,408103.42,0.0454,Monthly,2026-12-15,1543.99,False
SEC-0098,LN-000634,Abs,374452.66,0.0565,Quarterly,2026-07-21,5289.14,False
SEC-0099,LN-001157,Cmo,299589.98,0.0416,Monthly,2026-10-27,1038.58,False
SEC-0100,LN-001239,Mbs,274314.91,0.0668,Monthly,2026-09-24,1527.02,True
SEC-0001,LN-000733,Mbs,219379.96,0.0608,Semi-Annual,2026-12-28,6669.15,False
SEC-0002,LN-000235,Clo,486627.89,0.0425,Monthly,2026-11-17,1723.47,False
SEC-0003,LN-000751,Clo,284494.35,0.0617,Monthly,2026-07-17,1462.78,False
SEC-0004,LN-000954,Mbs,134443.54,0.072,Semi-Annual,2026-09-04,4839.97,False
SEC-0005,LN-001543,Abs,122744.49,0.0297,Semi-Annual,2026-11-04,1822.76,True
SEC-0006,LN-001198,Clo,309562.99,0.0403,Quarterly,2026-11-05,3118.85,False
SEC-0007,LN-001677,Mbs,266185.49,0.0482,Monthly,2026-03-29,1069.18,True
SEC-0008,LN-001192,Clo,13771.92,0.0499,Monthly,2026-11-16,57.27,False
SEC-0009,LN-002218,Clo,416732.03,0.0521,Quarterly,2026-05-13,5427.93,False
SEC-0010,LN-001417,Mbs,355019.95,0.04,Monthly,2026-07-25,1183.4,False
SEC-0011,LN-001218,Cmo,334296.35,0.0584,Monthly,2026-04-18,1626.91,False
SEC-0012,LN-001541,Abs,43702.52,0.0573,Quarterly,2026-09-26,626.04,True
SEC-0013,LN-002077,Cmo,187407.37,0.0539,Monthly,2026-07-05,841.77,True
SEC-0014,LN-001446,Mbs,468337.31,0.0307,Monthly,2026-07-10,1198.16,True
SEC-0015,LN-002387,Mbs,432668.73,0.0488,Monthly,2026-08-23,1759.52,True
SEC-0016,LN-001520,Abs,149916.04,0.0428,Monthly,2026-10-12,534.7,False
SEC-0017,LN-001389,Mbs,86958.85,0.0496,Monthly,2026-09-11,359.43,True
SEC-0018,LN-001857,Clo,230053.1,0.0711,Monthly,2026-12-04,1363.06,False
SEC-0019,LN-001366,Abs,184356.89,0.049,Monthly,2026-12-14,752.79,False
SEC-0020,LN-000500,Cmo,344290.92,0.0257,Quarterly,2026-03-19,2212.07,False
SEC-0021,LN-001681,Abs,483553.06,0.0469,Semi-Annual,2026-07-27,11339.32,False
SEC-0022,LN-000511,Cmo,187870.71,0.066,Monthly,2026-07-20,1033.29,False
SEC-0023,LN-000217,Mbs,40489.84,0.064,Quarterly,2026-08-09,647.84,True
SEC-0024,LN-001325,Cmo,449830.86,0.0507,Monthly,2026-05-01,1900.54,False
SEC-0025,LN-001156,Cmo,28595.37,0.0375,Monthly,2026-10-05,89.36,False
SEC-0026,LN-001828,Cmo,476855.29,0.0483,Monthly,2026-09-06,1919.34,False
SEC-0027,LN-001811,Abs,335643.92,0.0532,Quarterly,2026-04-22,4464.06,True
SEC-0028,LN-002493,Clo,471427.71,0.075,Quarterly,2026-12-23,8839.27,False
SEC-0029,LN-001206,Cmo,107833.25,0.0572,Quarterly,2026-06-14,1542.02,True
SEC-0030,LN-002215,Abs,29942.9,0.0597,Monthly,2026-11-13,148.97,False
SEC-0031,LN-000091,Abs,249222.89,0.0496,Monthly,2026-08-22,1030.12,False
SEC-0032,LN-000714,Clo,230805.47,0.0427,Quarterly,2026-09-12,2463.85,False
SEC-0033,LN-001882,Abs,172431.21,0.0656,Monthly,2026-07-04,942.62,False
SEC-0034,LN-000039,Mbs,479251.67,0.0497,Quarterly,2026-07-30,5954.7,False
SEC-0035,LN-000173,Mbs,413066.03,0.0747,Quarterly,2026-06-16,7714.01,False
SEC-0036,LN-000653,Mbs,334175.19,0.0479,Quarterly,2026-06-20,4001.75,True
SEC-0037,LN-000754,Clo,89800.56,0.0284,Semi-Annual,2026-11-25,1275.17,False
SEC-0038,LN-001244,Abs,369818.47,0.0591,Semi-Annual,2026-06-25,10928.14,False
SEC-0039,LN-001082,Mbs,366236.1,0.0273,Quarterly,2026-07-13,2499.56,True
SEC-0040,LN-001684,Cmo,218283.41,0.0375,Quarterly,2026-07-16,2046.41,False
SEC-0041,LN-000456,Abs,463145.1,0.0427,Monthly,2026-07-28,1648.02,True
SEC-0042,LN-000829,Mbs,91819.16,0.062,Semi-Annual,2026-06-28,2846.39,True
SEC-0043,LN-000895,Abs,140995.41,0.0497,Monthly,2026-07-10,583.96,False
SEC-0044,LN-001385,Mbs,40979.93,0.0264,Monthly,2026-06-26,90.16,False
SEC-0045,LN-001959,Cmo,399770.97,0.0558,Monthly,2026-07-20,1858.94,True
SEC-0046,LN-002435,Abs,314662.1,0.0456,Monthly,2026-09-13,1195.72,False
SEC-0047,LN-001997,Mbs,164320.75,0.0711,Quarterly,2026-06-02,2920.8,False
SEC-0048,LN-002396,Mbs,90268.7,0.05,Quarterly,2026-05-08,1128.36,True
SEC-0049,LN-000190,Cmo,29672.41,0.0604,Monthly,2026-05-15,149.35,False
SEC-0050,LN-000505,Cmo,91705.33,0.0359,Monthly,2026-04-24,274.35,False
SEC-0051,LN-001215,Mbs,232109.48,0.063,Semi-Annual,2026-11-22,7311.45,True
SEC-0052,LN-001532,Mbs,131116.71,0.061,Quarterly,2026-03-18,1999.53,False
SEC-0053,LN-000824,Clo,136901.27,0.0702,Semi-Annual,2026-12-17,4805.23,True
SEC-0054,LN-000929,Clo,439032.42,0.0267,Monthly,2026-04-05,976.85,False
SEC-0055,LN-000934,Abs,262417.46,0.0474,Quarterly,2026-11-16,3109.65,False
SEC-0056,LN-001141,Abs,367333.47,0.059,Monthly,2026-09-21,1806.06,True
SEC-0057,LN-000134,Clo,27498.37,0.0298,Monthly,2026-08-23,68.29,False
SEC-0058,LN-002106,Mbs,188930.04,0.0455,Monthly,2026-11-22,716.36,False
SEC-0059,LN-000685,Cmo,244792.98,0.0721,Monthly,2026-08-02,1470.8,False
SEC-0060,LN-002221,Abs,101344.26,0.0468,Monthly,2026-11-21,395.24,False
SEC-0061,LN-001853,Mbs,68893.86,0.0743,Semi-Annual,2026-06-16,2559.41,True
SEC-0062,LN-000815,Cmo,436448.85,0.0278,Monthly,2026-12-01,1011.11,False
SEC-0063,LN-001173,Cmo,470321.5,0.0609,Monthly,2026-08-05,2386.88,False
SEC-0064,LN-000080,Mbs,48615.28,0.0541,Monthly,2026-10-04,219.17,False
SEC-0065,LN-000203,Mbs,181019.17,0.05,Monthly,2026-07-06,754.25,False
SEC-0066,LN-001253,Abs,479559.96,0.0735,Quarterly,2026-05-19,8811.91,False
SEC-0067,LN-001700,Clo,50749.25,0.0315,Monthly,2026-04-11,133.22,False
SEC-0068,LN-001251,Mbs,325384.27,0.0698,Quarterly,2026-12-09,5677.96,False
SEC-0069,LN-001683,Clo,486388.47,0.0596,Monthly,2026-10-17,2415.73,False
SEC-0070,LN-001556,Abs,489329.6,0.0379,Quarterly,2026-11-14,4636.4,False
SEC-0071,LN-002095,Clo,240899.43,0.0701,Quarterly,2026-12-16,4221.76,True
SEC-0072,LN-001257,Clo,89747.06,0.0465,Semi-Annual,2026-03-31,2086.62,False
SEC-0073,LN-001550,Cmo,109021.31,0.0657,Semi-Annual,2026-11-27,3581.35,False
SEC-0074,LN-001167,Abs,445904.68,0.0444,Quarterly,2026-09-08,4949.54,False
SEC-0075,LN-001397,Mbs,456724.67,0.0675,Monthly,2026-10-02,2569.08,False
SEC-0076,LN-000471,Clo,307861.03,0.0568,Quarterly,2026-06-12,4371.63,True
SEC-0077,LN-001036,Abs,385426.44,0.0321,Quarterly,2026-11-04,3093.05,False
SEC-0078,LN-001354,Cmo,372566.31,0.0575,Semi-Annual,2026-05-15,10711.28,True
SEC-0079,LN-000968,Cmo,334292.58,0.0346,Monthly,2026-12-05,963.88,False
SEC-0080,LN-000358,Clo,415365.71,0.0456,Monthly,2026-11-05,1578.39,False
SEC-0081,LN-000668,Clo,345849.25,0.0335,Quarterly,2026-08-23,2896.49,False
SEC-0082,LN-000373,Mbs,271661.13,0.0261,Monthly,2026-03-19,590.86,False
SEC-0083,LN-001032,Abs,126108.62,0.0356,Monthly,2026-03-21,374.12,False
SEC-0084,LN-001146,Mbs,374505.19,0.0518,Monthly,2026-06-30,1616.61,False
SEC-0085,LN-001372,Mbs,241984.56,0.0491,Quarterly,2026-09-25,2970.36,False
SEC-0086,LN-000090,Cmo,154447.93,0.0501,Semi-Annual,2026-05-05,3868.92,True
SEC-0087,LN-000540,Abs,402953.68,0.0374,Monthly,2026-08-28,1255.87,False
SEC-0088,LN-000869,Mbs,351389.66,0.0593,Monthly,2026-09-16,1736.45,False
SEC-0089,LN-000041,Cmo,469296.39,0.0602,Monthly,2026-07-25,2354.3,False
SEC-0090,LN-000740,Clo,91066.4,0.0429,Monthly,2026-06-18,325.56,False
SEC-0091,LN-001947,Mbs,328102.75,0.0691,Quarterly,2026-12-20,5667.98,False
