security_id,loan_id,collateral_type,face_value,coupon_rate,payment_frequency,expected_payment,actual_payment,variance_amt,variance_pct,trust_requirement_flag,compliance_status
SEC-0028,LN-000453,Abs,123743.02,0.0552,Quarterly,1707.65,1707.65,0.0,0.0,True,COMPLIANT
SEC-0029,LN-001184,Clo,33330.07,0.0452,Quarterly,376.63,376.63,0.0,0.0,False,COMPLIANT
SEC-0030,LN-002057,Clo,290557.07,0.0637,Quarterly,4627.12,4627.12,0.0,0.0,False,COMPLIANT
SEC-0031,LN-001683,Abs,174568.61,0.0553,Semi-Annual,4826.82,4826.82,0.0,0.0,False,COMPLIANT
SEC-0032,LN-002256,Mbs,99151.29,0.0497,Monthly,410.65,410.65,0.0,0.0,False,COMPLIANT
SEC-0033,LN-001155,Clo,168728.43,0.0706,Monthly,992.69,992.69,0.0,0.0,True,COMPLIANT
SEC-0034,LN-000404,Mbs,34147.3,0.0439,Quarterly,374.77,374.77,0.0,0.0,True,COMPLIANT
SEC-0035,LN-002200,Clo,475716.69,0.036,Monthly,1427.15,1427.15,0.0,0.0,False,COMPLIANT
SEC-0036,LN-002102,Abs,294762.48,0.0554,Semi-Annual,8164.92,8164.92,0.0,0.0,True,COMPLIANT
SEC-0037,LN-001697,Cmo,409236.65,0.0562,Monthly,1916.59,1916.59,0.0,0.0,True,COMPLIANT
SEC-0038,LN-000628,Mbs,217327.92,0.047,Monthly,851.2,851.2,0.0,0.0,False,COMPLIANT
SEC-0039,LN-000587,Clo,452624.19,0.0493,Semi-Annual,11157.19,11157.19,0.0,0.0,False,COMPLIANT
SEC-0040,LN-001649,Clo,246825.93,0.073,Monthly,1501.52,1501.52,0.0,0.0,False,COMPLIANT
SEC-0041,LN-001444,Clo,291233.21,0.0616,Quarterly,4484.99,4484.99,0.0,0.0,True,COMPLIANT
SEC-0042,LN-001446,Abs,250979.05,0.0305,Monthly,637.91,637.91,0.0,0.0,False,COMPLIANT
SEC-0043,LN-000104,Abs,369306.36,0.0356,Monthly,1095.61,1095.61,0.0,0.0,False,COMPLIANT
SEC-0044,LN-000254,Cmo,287661.48,0.0738,Quarterly,5307.35,5307.35,0.0,0.0,False,COMPLIANT
SEC-0045,LN-001497,Abs,143083.47,0.0613,Monthly,730.92,730.92,0.0,0.0,False,COMPLIANT
SEC-0046,LN-000099,Mbs,81314.37,0.0708,Semi-Annual,2878.53,2878.53,0.0,0.0,False,COMPLIANT
SEC-0047,LN-002201,Abs,307000.95,0.0402,Quarterly,3085.36,3085.36,0.0,0.0,False,COMPLIANT
SEC-0048,LN-001885,Clo,249698.18,0.0621,Monthly,1292.19,1292.19,0.0,0.0,False,COMPLIANT
SEC-0049,LN-001920,Mbs,57028.09,0.0607,Quarterly,865.4,865.4,0.0,0.0,True,COMPLIANT
SEC-0050,LN-000878,Abs,203852.56,0.0397,Quarterly,2023.24,2023.24,0.0,0.0,True,COMPLIANT
SEC-0051,LN-000338,Mbs,262240.45,0.0525,Monthly,1147.3,1147.3,0.0,0.0,True,COMPLIANT
SEC-0052,LN-000957,Mbs,415177.68,0.0564,Monthly,1951.34,1951.34,0.0,0.0,True,COMPLIANT
SEC-0053,LN-001705,Abs,47289.52,0.0491,Monthly,193.49,193.49,0.0,0.0,True,COMPLIANT
SEC-0054,LN-000161,Mbs,180762.72,0.0664,Quarterly,3000.66,3000.66,0.0,0.0,False,COMPLIANT
SEC-0055,LN-001604,Clo,413101.5,0.0666,Quarterly,6878.14,6878.14,0.0,0.0,True,COMPLIANT
SEC-0056,LN-000398,Clo,327727.73,0.0675,Quarterly,5530.41,5530.41,0.0,0.0,False,COMPLIANT
SEC-0057,LN-001301,Abs,152079.58,0.0652,Quarterly,2478.9,2478.9,0.0,0.0,False,COMPLIANT
SEC-0058,LN-000816,Abs,424214.21,0.0494,Quarterly,5239.05,5239.05,0.0,0.0,True,COMPLIANT
SEC-0059,LN-001528,Clo,251713.85,0.0441,Quarterly,2775.15,2775.15,0.0,0.0,False,COMPLIANT
SEC-0060,LN-001920,Abs,254192.43,0.0666,Quarterly,4232.3,4232.3,0.0,0.0,True,COMPLIANT
SEC-0061,LN-001416,Clo,488527.8,0.0495,Monthly,2015.18,2015.18,0.0,0.0,False,COMPLIANT
SEC-0062,LN-001159,Mbs,474087.09,0.0373,Semi-Annual,8841.72,8841.72,0.0,0.0,False,COMPLIANT
SEC-0063,LN-001219,Abs,185681.01,0.0504,Quarterly,2339.58,2339.58,0.0,0.0,True,COMPLIANT
SEC-0064,LN-000401,Cmo,78883.77,0.0321,Semi-Annual,1266.08,1266.08,0.0,0.0,False,COMPLIANT
SEC-0065,LN-000640,Clo,169576.7,0.0596,Quarterly,2526.69,2526.69,0.0,0.0,False,COMPLIANT
SEC-0066,LN-000460,Clo,24936.8,0.0418,Monthly,86.86,86.86,0.0,0.0,True,COMPLIANT
SEC-0067,LN-000955,Mbs,20176.26,0.038,Quarterly,191.67,205.38,13.710000000000008,0.071529,False,NON-COMPLIANT
SEC-0068,LN-000470,Cmo,203805.85,0.0728,Monthly,1236.42,1236.42,0.0,0.0,False,COMPLIANT
SEC-0069,LN-001046,Cmo,471099.71,0.0638,Quarterly,7514.04,7514.04,0.0,0.0,True,COMPLIANT
SEC-0070,LN-001694,Cmo,436965.1,0.0644,Monthly,2345.05,2097.1,-247.95000000000027,0.105733,False,NON-COMPLIANT
SEC-0071,LN-002086,Clo,260606.99,0.0562,Semi-Annual,7323.06,7323.06,0.0,0.0,True,COMPLIANT
SEC-0072,LN-002278,Clo,286960.93,0.067,Quarterly,4806.6,4806.6,0.0,0.0,False,COMPLIANT
SEC-0073,LN-000563,Cmo,12907.41,0.063,Quarterly,203.29,203.29,0.0,0.0,True,COMPLIANT
SEC-0074,LN-002486,Abs,115595.57,0.0549,Monthly,528.85,528.85,0.0,0.0,False,COMPLIANT
SEC-0075,LN-001800,Cmo,22139.32,0.0731,Semi-Annual,809.19,809.19,0.0,0.0,False,COMPLIANT
SEC-0076,LN-002075,Mbs,379724.37,0.0346,Semi-Annual,6569.23,6569.23,0.0,0.0,True,COMPLIANT
SEC-0077,LN-000226,Cmo,81366.44,0.0722,Quarterly,1468.66,1468.66,0.0,0.0,False,COMPLIANT
SEC-0078,LN-000798,Cmo,435833.08,0.0451,Monthly,1638.01,1638.01,0.0,0.0,True,COMPLIANT
SEC-0079,LN-002332,Cmo,325228.91,0.0514,Quarterly,4179.19,4179.19,0.0,0.0,False,COMPLIANT
SEC-0080,LN-000960,Abs,122415.15,0.0311,Monthly,317.26,317.26,0.0,0.0,True,COMPLIANT
SEC-0081,LN-001505,Cmo,87282.96,0.052,Quarterly,1134.68,1134.68,0.0,0.0,False,COMPLIANT
SEC-0082,LN-000453,Cmo,317536.1,0.0556,Monthly,1471.25,1471.25,0.0,0.0,False,COMPLIANT
SEC-0083,LN-000816,Clo,451410.12,0.0749,Quarterly,8452.65,8452.65,0.0,0.0,False,COMPLIANT
SEC-0084,LN-000659,Cmo,361996.51,0.0738,Quarterly,6678.84,6678.84,0.0,0.0,True,COMPLIANT
SEC-0085,LN-000547,Mbs,180787.86,0.0733,Monthly,1104.31,1104.31,0.0,0.0,False,COMPLIANT
SEC-0086,LN-001216,Clo,297817.96,0.0424,Monthly,1052.29,1052.29,0.0,0.0,False,COMPLIANT
SEC-0087,LN-000017,Abs,162273.23,0.0746,Semi-Annual,6052.79,6052.79,0.0,0.0,False,COMPLIANT
SEC-0088,LN-001244,Clo,499583.29,0.0478,Monthly,1990.01,1990.01,0.0,0.0,False,COMPLIANT
SEC-0089,LN-002206,Abs,376931.2,0.0676,Quarterly,6370.14,6370.14,0.0,0.0,False,COMPLIANT
SEC-0090,LN-001070,Abs,311047.0,0.0358,Monthly,927.96,927.96,0.0,0.0,False,COMPLIANT
SEC-0091,LN-002147,Mbs,217396.98,0.0503,Monthly,911.26,911.26,0.0,0.0,False,COMPLIANT
SEC-0092,LN-001769,Cmo,312894.62,0.0733,Monthly,1911.26,1911.26,0.0,0.0,True,COMPLIANT
SEC-0093,LN-001061,Mbs,177391.87,0.0724,Quarterly,3210.79,3210.79,0.0,0.0,False,COMPLIANT
SEC-0094,LN-002328,Clo,24143.77,0.0592,Monthly,119.11,119.11,0.0,0.0,False,COMPLIANT
SEC-0095,LN-000302,Abs,203593.38,0.0649,Semi-Annual,6606.61,6606.61,0.0,0.0,True,COMPLIANT
SEC-0096,LN-000181,Clo,465935.6,0.0338,Quarterly,3937.16,3937.16,0.0,0.0,False,COMPLIANT
SEC-0097,LN-000607,Abs,316887.54,0.0611,Monthly,1613.49,1613.49,0.0,0.0,False,COMPLIANT
SEC-0098,LN-000700,Clo,51138.29,0.0559,Quarterly,714.66,714.66,0.0,0.0,False,COMPLIANT
SEC-0099,LN-000993,Abs,443646.87,0.0296,Monthly,1094.33,1094.33,0.0,0.0,True,COMPLIANT
SEC-0100,LN-001140,Mbs,141748.68,0.0307,Quarterly,1087.92,1087.92,0.0,0.0,True,COMPLIANT
SEC-0001,LN-000191,Abs,129447.05,0.0304,Monthly,327.93,327.93,0.0,0.0,False,COMPLIANT
SEC-0002,LN-002301,Cmo,155574.57,0.0612,Monthly,793.43,793.43,0.0,0.0,True,COMPLIANT
SEC-0003,LN-000981,Mbs,292829.1,0.0321,Quarterly,2349.95,2349.95,0.0,0.0,False,COMPLIANT
SEC-0004,LN-002007,Cmo,276897.17,0.0484,Semi-Annual,6700.91,6700.91,0.0,0.0,False,COMPLIANT
SEC-0005,LN-001185,Clo,250792.74,0.0428,Monthly,894.49,894.49,0.0,0.0,True,COMPLIANT
SEC-0006,LN-000128,Clo,361593.06,0.0525,Semi-Annual,9491.82,9491.82,0.0,0.0,False,COMPLIANT
SEC-0007,LN-002066,Abs,165103.49,0.0603,Monthly,829.65,829.65,0.0,0.0,False,COMPLIANT
SEC-0008,LN-001817,Abs,393211.62,0.0592,Semi-Annual,11639.06,11639.06,0.0,0.0,True,COMPLIANT
SEC-0009,LN-001759,Clo,95907.62,0.0508,Quarterly,1218.03,1218.03,0.0,0.0,False,COMPLIANT
SEC-0010,LN-000570,Mbs,393484.19,0.0482,Monthly,1580.49,1580.49,0.0,0.0,True,COMPLIANT
SEC-0011,LN-001347,Cmo,335266.95,0.0449,Monthly,1254.46,1254.46,0.0,0.0,False,COMPLIANT
SEC-0012,LN-001896,Clo,344772.07,0.0681,Monthly,1956.58,1956.58,0.0,0.0,False,COMPLIANT
SEC-0013,LN-000626,Mbs,245961.16,0.0415,Monthly,850.62,850.62,0.0,0.0,False,COMPLIANT
SEC-0014,LN-001687,Cmo,336830.75,0.038,Monthly,1066.63,1066.63,0.0,0.0,False,COMPLIANT
SEC-0015,LN-000155,Abs,49100.55,0.0622,Quarterly,763.51,763.51,0.0,0.0,False,COMPLIANT
SEC-0016,LN-001410,Mbs,427260.05,0.043,Semi-Annual,9186.09,9186.09,0.0,0.0,True,COMPLIANT
SEC-0017,LN-000785,Mbs,37218.14,0.0673,Monthly,208.73,208.73,0.0,0.0,False,COMPLIANT
SEC-0018,LN-000246,Clo,82883.34,0.0414,Quarterly,857.84,857.84,0.0,0.0,False,COMPLIANT
SEC-0019,LN-001501,Cmo,292626.96,0.0601,Quarterly,4396.72,4396.72,0.0,0.0,False,COMPLIANT
SEC-0020,LN-001706,Clo,372311.61,0.0273,Semi-Annual,5082.05,5082.05,0.0,0.0,False,COMPLIANT
SEC-0021,LN-000538,Abs,47363.27,0.0443,Quarterly,524.55,524.55,0.0,0.0,False,COMPLIANT
SEC-0022,LN-001891,Abs,461174.76,0.0422,Quarterly,4865.39,4865.39,0.0,0.0,False,COMPLIANT
SEC-0023,LN-001842,Cmo,487067.75,0.0658,Monthly,2670.75,2670.75,0.0,0.0,False,COMPLIANT
SEC-0024,LN-000921,Cmo,306915.58,0.0734,Monthly,1877.3,1877.3,0.0,0.0,False,COMPLIANT
SEC-0025,LN-002456,Cmo,245809.29,0.048,Monthly,983.24,983.24,0.0,0.0,False,COMPLIANT
SEC-0026,LN-000525,Clo,373283.54,0.0662,Monthly,2059.28,2059.28,0.0,0.0,False,COMPLIANT
SEC-0027,LN-001530,Cmo,170895.1,0.06,Monthly,854.48,854.48,0.0,0.0,False,COMPLIANT
SEC-0028,LN-000036,Cmo,251699.57,0.0734,Quarterly,4618.69,4618.69,0.0,0.0,False,COMPLIANT
SEC-0029,LN-000685,Clo,458914.0,0.0656,Monthly,2508.73,2508.73,0.0,0.0,True,COMPLIANT
SEC-0030,LN-000020,Abs,478271.16,0.0289,Quarterly,3455.51,3455.51,0.0,0.0,False,COMPLIANT
SEC-0031,LN-002369,Abs,464263.87,0.0607,Monthly,2348.4,2348.4,0.0,0.0,True,COMPLIANT
SEC-0032,LN-000400,Mbs,138599.55,0.0518,Semi-Annual,3589.73,3589.73,0.0,0.0,True,COMPLIANT
SEC-0033,LN-000972,Abs,123909.83,0.0258,Semi-Annual,1598.44,1598.44,0.0,0.0,False,COMPLIANT
SEC-0034,LN-001907,Cmo,155855.61,0.0376,Monthly,488.35,488.35,0.0,0.0,False,COMPLIANT
SEC-0035,LN-001167,Abs,226242.45,0.0711,Monthly,1340.49,1340.49,0.0,0.0,False,COMPLIANT
SEC-0036,LN-001116,Clo,163942.03,0.0713,Quarterly,2922.27,2922.27,0.0,0.0,False,COMPLIANT
SEC-0037,LN-000834,Abs,193364.27,0.0649,Monthly,1045.78,1045.78,0.0,0.0,False,COMPLIANT
SEC-0038,LN-001824,Abs,314112.11,0.0741,Monthly,1939.64,1939.64,0.0,0.0,True,COMPLIANT
SEC-0039,LN-001983,Mbs,383637.58,0.0653,Monthly,2087.63,2087.63,0.0,0.0,False,COMPLIANT
SEC-0040,LN-000854,Mbs,370423.52,0.0255,Semi-Annual,4722.9,4722.9,0.0,0.0,False,COMPLIANT
SEC-0041,LN-000051,Cmo,409067.55,0.0394,Semi-Annual,8058.63,8058.63,0.0,0.0,False,COMPLIANT
SEC-0042,LN-000575,Clo,25770.36,0.0265,Quarterly,170.73,170.73,0.0,0.0,False,COMPLIANT
SEC-0043,LN-001149,Cmo,33389.56,0.0297,Quarterly,247.92,247.92,0.0,0.0,False,COMPLIANT
SEC-0044,LN-002198,Clo,396797.65,0.0359,Semi-Annual,7122.52,7122.52,0.0,0.0,False,COMPLIANT
SEC-0045,LN-002362,Clo,271208.62,0.0502,Semi-Annual,6807.34,6807.34,0.0,0.0,True,COMPLIANT
SEC-0046,LN-002353,Mbs,293288.93,0.0674,Semi-Annual,9883.84,9883.84,0.0,0.0,False,COMPLIANT
SEC-0047,LN-001716,Abs,35767.56,0.0681,Monthly,202.98,202.98,0.0,0.0,False,COMPLIANT
SEC-0048,LN-000682,Abs,135103.76,0.0558,Monthly,628.23,628.23,0.0,0.0,False,COMPLIANT
SEC-0049,LN-000838,Mbs,322793.61,0.0714,Quarterly,5761.87,5761.87,0.0,0.0,False,COMPLIANT
SEC-0050,LN-001078,Cmo,430999.13,0.05,Quarterly,5387.49,5387.49,0.0,0.0,False,COMPLIANT
SEC-0051,LN-002492,Abs,459321.86,0.0695,Monthly,2660.24,2660.24,0.0,0.0,False,COMPLIANT
SEC-0052,LN-002312,Cmo,255205.55,0.0477,Monthly,1014.44,1014.44,0.0,0.0,False,COMPLIANT
SEC-0053,LN-001596,Abs,277282.37,0.0389,Semi-Annual,5393.14,5393.14,0.0,0.0,False,COMPLIANT
SEC-0054,LN-000005,Cmo,418194.32,0.0708,Semi-Annual,14804.08,14804.08,0.0,0.0,True,COMPLIANT
SEC-0055,LN-001127,Clo,273436.05,0.0444,Monthly,1011.71,1011.71,0.0,0.0,True,COMPLIANT
SEC-0056,LN-001220,Clo,263260.68,0.0502,Semi-Annual,6607.84,6607.84,0.0,0.0,True,COMPLIANT
SEC-0057,LN-000774,Abs,453491.18,0.0414,Quarterly,4693.63,4693.63,0.0,0.0,True,COMPLIANT
SEC-0058,LN-000877,Cmo,397067.03,0.0581,Semi-Annual,11534.8,11534.8,0.0,0.0,False,COMPLIANT
SEC-0059,LN-000992,Cmo,455445.54,0.0748,Monthly,2838.94,2838.94,0.0,0.0,False,COMPLIANT
SEC-0060,LN-000047,Clo,116941.06,0.0263,Monthly,256.3,256.3,0.0,0.0,True,COMPLIANT
SEC-0061,LN-000269,Cmo,266943.99,0.07,Monthly,1557.17,1557.17,0.0,0.0,False,COMPLIANT
SEC-0062,LN-000370,Mbs,422811.34,0.0252,Monthly,887.9,887.9,0.0,0.0,True,COMPLIANT
SEC-0063,LN-000636,Cmo,64462.44,0.0432,Quarterly,696.19,696.19,0.0,0.0,False,COMPLIANT
SEC-0064,LN-001130,Clo,399384.46,0.0334,Monthly,1111.62,1111.62,0.0,0.0,True,COMPLIANT
SEC-0065,LN-001694,Mbs,99656.96,0.0629,Semi-Annual,3134.21,3134.21,0.0,0.0,True,COMPLIANT
SEC-0066,LN-001683,Mbs,405978.19,0.0275,Monthly,930.37,930.37,0.0,0.0,True,COMPLIANT
SEC-0067,LN-000657,Cmo,309880.46,0.0527,Monthly,1360.89,1360.89,0.0,0.0,False,COMPLIANT
SEC-0068,LN-000120,Clo,104685.64,0.0397,Quarterly,1039.0,1039.0,0.0,0.0,False,COMPLIANT
SEC-0069,LN-000831,Clo,241943.55,0.0317,Quarterly,1917.4,1917.4,0.0,0.0,True,COMPLIANT
SEC-0070,LN-001811,Clo,344133.53,0.0636,Monthly,1823.91,1823.91,0.0,0.0,False,COMPLIANT
SEC-0071,LN-001082,Mbs,320587.92,0.0359,Quarterly,2877.28,2877.28,0.0,0.0,True,COMPLIANT
SEC-0072,LN-001975,Clo,219351.13,0.0362,Quarterly,1985.13,1985.13,0.0,0.0,False,COMPLIANT
SEC-0073,LN-001370,Mbs,450689.6,0.0388,Quarterly,4371.69,4371.69,0.0,0.0,False,COMPLIANT
SEC-0074,LN-000741,Mbs,264439.07,0.0543,Quarterly,3589.76,3589.76,0.0,0.0,True,COMPLIANT
SEC-0075,LN-000117,Abs,257874.98,0.058,Monthly,1246.4,1246.4,0.0,0.0,False,COMPLIANT
SEC-0076,LN-001854,Cmo,40502.79,0.0259,Quarterly,262.26,262.26,0.0,0.0,False,COMPLIANT
SEC-0077,LN-001151,Clo,461838.99,0.0371,Semi-Annual,8567.11,8567.11,0.0,0.0,False,COMPLIANT
SEC-0078,LN-001932,Mbs,96787.12,0.0465,Monthly,375.05,375.05,0.0,0.0,False,COMPLIANT
SEC-0079,LN-001013,Cmo,268888.9,0.0416,Monthly,932.15,932.15,0.0,0.0,False,COMPLIANT
SEC-0080,LN-001665,Mbs,403748.12,0.0692,Semi-Annual,13969.68,13969.68,0.0,0.0,False,COMPLIANT
SEC-0081,LN-001082,Cmo,115572.11,0.0644,Monthly,620.24,620.24,0.0,0.0,False,COMPLIANT
SEC-0082,LN-000634,Mbs,268412.91,0.0563,Monthly,1259.3,1259.3,0.0,0.0,False,COMPLIANT
SEC-0083,LN-000513,Clo,127935.61,0.0419,Semi-Annual,2680.25,2680.25,0.0,0.0,False,COMPLIANT
SEC-0084,LN-001120,Abs,382250.55,0.06,Monthly,1911.25,1911.25,0.0,0.0,False,COMPLIANT
SEC-0085,LN-001142,Abs,286527.17,0.0672,Monthly,1604.55,1604.55,0.0,0.0,False,COMPLIANT
SEC-0086,LN-000560,Abs,429428.17,0.0547,Semi-Annual,11744.86,11744.86,0.0,0.0,False,COMPLIANT
SEC-0087,LN-000488,Mbs,448333.42,0.0642,Semi-Annual,14391.5,14391.5,0.0,0.0,False,COMPLIANT
SEC-0088,LN-000897,Cmo,327879.41,0.0625,Monthly,1707.71,1707.71,0.0,0.0,False,COMPLIANT
SEC-0089,LN-001213,Clo,365441.71,0.0536,Quarterly,4896.92,4896.92,0.0,0.0,False,COMPLIANT
SEC-0090,LN-000704,Clo,279117.85,0.0406,Semi-Annual,5666.09,5666.09,0.0,0.0,True,COMPLIANT
SEC-0091,LN-001471,Mbs,198370.08,0.0623,Quarterly,3089.61,3089.61,0.0,0.0,False,COMPLIANT
SEC-0092,LN-000581,Abs,327577.78,0.0353,Monthly,963.62,963.62,0.0,0.0,False,COMPLIANT
SEC-0093,LN-002295,Mbs,455061.43,0.064,Monthly,2426.99,2426.99,0.0,0.0,False,COMPLIANT
SEC-0094,LN-000154,Cmo,214173.39,0.0652,Monthly,1163.68,1163.68,0.0,0.0,True,COMPLIANT
SEC-0095,LN-001680,Abs,164060.91,0.0661,Semi-Annual,5422.21,5422.21,0.0,0.0,True,COMPLIANT
SEC-0096,LN-000997,Mbs,200334.1,0.0486,Semi-Annual,4868.12,4868.12,0.0,0.0,False,COMPLIANT
SEC-0097,LN-001244,Cmo,223344.84,0.0346,Semi-Annual,3863.87,3863.87,0.0,0.0,False,COMPLIANT
SEC-0098,LN-001093,Abs,46044.9,0.03,Semi-Annual,690.67,690.67,0.0,0.0,False,COMPLIANT
SEC-0099,LN-001009,Clo,254236.5,0.0622,Quarterly,3953.38,3953.38,0.0,0.0,False,COMPLIANT
SEC-0100,LN-002142,Cmo,252213.98,0.0693,Monthly,1456.54,1456.54,0.0,0.0,False,COMPLIANT
SEC-0001,LN-001774,Clo,298337.48,0.0575,Quarterly,4288.6,4288.6,0.0,0.0,False,COMPLIANT
SEC-0002,LN-000958,Cmo,187781.81,0.0322,Quarterly,1511.64,1511.64,0.0,0.0,False,COMPLIANT
SEC-0003,LN-000453,Abs,310422.72,0.0717,Quarterly,5564.33,5564.33,0.0,0.0,False,COMPLIANT
SEC-0004,LN-001228,Mbs,440325.99,0.0745,Monthly,2733.69,2733.69,0.0,0.0,False,COMPLIANT
SEC-0005,LN-002266,Mbs,478180.79,0.0467,Semi-Annual,11165.52,11165.52,0.0,0.0,False,COMPLIANT
SEC-0006,LN-002480,Mbs,295969.99,0.0547,Monthly,1349.13,1349.13,0.0,0.0,False,COMPLIANT
SEC-0007,LN-002389,Mbs,30869.57,0.0639,Monthly,164.38,164.38,0.0,0.0,True,COMPLIANT
SEC-0008,LN-000551,Cmo,484925.64,0.0618,Quarterly,7492.1,7492.1,0.0,0.0,True,COMPLIANT
SEC-0009,LN-001636,Mbs,355872.41,0.0734,Quarterly,6530.26,6530.26,0.0,0.0,False,COMPLIANT
SEC-0010,LN-001313,Mbs,174622.19,0.0307,Monthly,446.74,446.74,0.0,0.0,False,COMPLIANT
SEC-0011,LN-001758,Cmo,82107.27,0.054,Semi-Annual,2216.9,2216.9,0.0,0.0,False,COMPLIANT
SEC-0012,LN-000357,Cmo,80275.12,0.0596,Monthly,398.7,398.7,0.0,0.0,True,COMPLIANT
SEC-0013,LN-002071,Abs,92194.76,0.0695,Monthly,533.96,533.96,0.0,0.0,False,COMPLIANT
SEC-0014,LN-001786,Cmo,32330.54,0.0687,Monthly,185.09,185.09,0.0,0.0,False,COMPLIANT
SEC-0015,LN-001782,Clo,452055.55,0.0739,Quarterly,8351.73,8351.73,0.0,0.0,False,COMPLIANT
SEC-0016,LN-002490,Abs,274976.43,0.0506,Semi-Annual,6956.9,6956.9,0.0,0.0,False,COMPLIANT
SEC-0017,LN-001632,Abs,352980.11,0.0665,Semi-Annual,11736.59,11736.59,0.0,0.0,False,COMPLIANT
SEC-0018,LN-001016,Mbs,415773.17,0.0464,Semi-Annual,9645.94,8846.5,-799.4400000000005,0.082878,False,NON-COMPLIANT
SEC-0019,LN-001349,Mbs,397855.09,0.0461,Monthly,1528.43,1528.43,0.0,0.0,False,COMPLIANT
SEC-0020,LN-000516,Clo,442476.76,0.0377,Monthly,1390.11,1390.11,0.0,0.0,True,COMPLIANT
SEC-0021,LN-000336,Mbs,483954.77,0.0659,Quarterly,7973.15,7973.15,0.0,0.0,True,COMPLIANT
SEC-0022,LN-001783,Cmo,225144.6,0.0743,Monthly,1394.02,1394.02,0.0,0.0,True,COMPLIANT
SEC-0023,LN-002306,Cmo,475664.38,0.0378,Semi-Annual,8990.06,8990.06,0.0,0.0,False,COMPLIANT
SEC-0024,LN-000497,Mbs,364412.07,0.0278,Quarterly,2532.66,2532.66,0.0,0.0,True,COMPLIANT
SEC-0025,LN-000896,Mbs,44627.41,0.0658,Semi-Annual,1468.24,1468.24,0.0,0.0,True,COMPLIANT
SEC-0026,LN-002208,Cmo,344073.73,0.056,Monthly,1605.68,1605.68,0.0,0.0,True,COMPLIANT
SEC-0027,LN-000852,Abs,346491.16,0.073,Monthly,2107.82,2107.82,0.0,0.0,True,COMPLIANT
SEC-0028,LN-001688,Clo,453871.68,0.0376,Quarterly,4266.39,4266.39,0.0,0.0,False,COMPLIANT
SEC-0029,LN-001932,Clo,192736.74,0.0286,Monthly,459.36,459.36,0.0,0.0,True,COMPLIANT
SEC-0030,LN-002428,Abs,296606.64,0.0496,Quarterly,3677.92,3677.92,0.0,0.0,False,COMPLIANT
SEC-0031,LN-001569,Clo,15971.9,0.0293,Monthly,39.0,39.0,0.0,0.0,False,COMPLIANT
SEC-0032,LN-000957,Mbs,172716.87,0.0381,Monthly,548.38,548.38,0.0,0.0,True,COMPLIANT
SEC-0033,LN-001637,Mbs,40499.43,0.0313,Monthly,105.64,105.64,0.0,0.0,False,COMPLIANT
SEC-0034,LN-001292,Mbs,265717.76,0.0362,Monthly,801.58,801.58,0.0,0.0,False,COMPLIANT
SEC-0035,LN-001441,Clo,410549.35,0.0303,Quarterly,3109.91,3109.91,0.0,0.0,False,COMPLIANT
SEC-0036,LN-001192,Abs,111156.92,0.0727,Monthly,673.43,673.43,0.0,0.0,True,COMPLIANT
SEC-0037,LN-001067,Mbs,268446.11,0.0389,Monthly,870.21,908.66,38.44999999999993,0.044185,False,NON-COMPLIANT
SEC-0038,LN-000285,Abs,109964.23,0.0472,Monthly,432.53,432.53,0.0,0.0,False,COMPLIANT
SEC-0039,LN-002445,Cmo,69137.35,0.0699,Monthly,402.73,402.73,0.0,0.0,True,COMPLIANT
SEC-0040,LN-000012,Cmo,260388.43,0.0589,Monthly,1278.07,1278.07,0.0,0.0,True,COMPLIANT
SEC-0041,LN-001631,Cmo,48782.82,0.0559,Monthly,227.25,227.25,0.0,0.0,False,COMPLIANT
SEC-0042,LN-000754,Clo,297803.77,0.0603,Quarterly,4489.39,4489.39,0.0,0.0,False,COMPLIANT
SEC-0043,LN-002083,Clo,25355.36,0.0664,Quarterly,420.9,420.9,0.0,0.0,False,COMPLIANT
SEC-0044,LN-000090,Mbs,62290.34,0.0689,Quarterly,1072.95,1072.95,0.0,0.0,False,COMPLIANT
SEC-0045,LN-000776,Cmo,279498.77,0.0571,Semi-Annual,7979.69,7979.69,0.0,0.0,True,COMPLIANT
SEC-0046,LN-001626,Abs,299789.63,0.0695,Monthly,1736.28,1736.28,0.0,0.0,False,COMPLIANT
SEC-0047,LN-000418,Clo,24203.6,0.0518,Quarterly,313.44,313.44,0.0,0.0,False,COMPLIANT
SEC-0048,LN-000115,Abs,290954.63,0.0389,Semi-Annual,5659.07,5659.07,0.0,0.0,False,COMPLIANT
SEC-0049,LN-000617,Abs,420866.24,0.069,Monthly,2419.98,2419.98,0.0,0.0,False,COMPLIANT
SEC-0050,LN-000826,Mbs,363934.93,0.0521,Quarterly,4740.25,4740.25,0.0,0.0,False,COMPLIANT
SEC-0051,LN-001650,Mbs,74280.7,0.0703,Monthly,435.16,435.16,0.0,0.0,False,COMPLIANT
SEC-0052,LN-001517,Abs,300312.58,0.027,Monthly,675.7,675.7,0.0,0.0,False,COMPLIANT
SEC-0053,LN-000413,Abs,339403.73,0.0449,Quarterly,3809.81,3809.81,0.0,0.0,False,COMPLIANT
SEC-0054,LN-000729,Abs,28243.29,0.0724,Monthly,170.4,170.4,0.0,0.0,False,COMPLIANT
SEC-0055,LN-000676,Abs,429120.36,0.0375,Monthly,1341.0,1341.0,0.0,0.0,False,COMPLIANT
