remittance_id,loan_id,remittance_date,remittance_amount,servicer_name,wire_reference,trust_account_id,remittance_status
REM-000517,LN-001389,2025-04-06,48506.14,Martin-Simmons,WIRE-02CA50C19B0E,TRU-010,Matched
REM-000518,LN-001857,2026-02-13,37874.58,"Martin, Davis and Huynh",WIRE-9B3318EF0571,TRU-001,Unmatched
REM-000519,LN-001366,2026-02-04,7012.6,Cuevas-Holt,WIRE-AFA2D540ADAC,TRU-003,Unmatched
REM-000520,LN-000500,2025-07-31,49317.43,"Jones, Mcgrath and Marks",WIRE-313790AACDEF,TRU-005,Matched
REM-000521,LN-001681,2025-03-20,17631.94,Mckay Inc,WIRE-F6E21AEC8F42,TRU-006,Unmatched
REM-000522,LN-000511,2026-01-19,30864.05,Sanford-Wilson,WIRE-7667FC9EF3D7,TRU-004,Matched
REM-000523,LN-000217,2025-12-07,16607.29,Morgan-Mason,WIRE-4121C70EBE7A,TRU-007,Unmatched
REM-000524,LN-001325,2025-05-26,48805.33,"Marshall, Martinez and Contreras",WIRE-0B73A30AEBE0,TRU-007,Matched
REM-000525,LN-001156,2025-09-08,37759.47,Floyd-Kelly,WIRE-4FB184E26802,TRU-002,Matched
REM-000526,LN-001828,2025-09-24,48440.19,Gomez Group,WIRE-CF1D7C0BD427,TRU-002,Matched
REM-000528,LN-002493,2026-02-27,38209.01,"Smith, Sloan and Brock",WIRE-AE4ADBEEC4CC,TRU-002,Matched
REM-000529,LN-001206,2025-12-16,38635.17,Gay and Sons,WIRE-907361082103,TRU-009,Matched
REM-000530,LN-002215,2025-08-10,36470.21,Peterson PLC,WIRE-4570CB740C76,TRU-005,Matched
REM-000531,LN-000091,2025-06-11,6419.92,"Nichols, Mendoza and Middleton",WIRE-1FF96C879E5F,TRU-008,Matched
REM-000532,LN-000714,2025-10-20,20886.13,"Bell, Peterson and Price",WIRE-D494961DF747,TRU-005,Matched
REM-000533,LN-001882,2025-09-16,0.0,Garcia-Hunt,WIRE-71AAFEBA8D01,TRU-005,Unmatched
REM-000534,LN-000039,2025-07-05,34369.53,Lewis-Lee,WIRE-1B1E5527AF6F,TRU-001,Unmatched
REM-000535,LN-000173,2026-01-22,25848.61,"Webb, Willis and Terry",WIRE-023A30BF839D,TRU-006,Matched
REM-000536,LN-000653,2025-08-27,29548.64,"Perez, Sandoval and Durham",WIRE-29EC2D0397F3,TRU-004,Matched
REM-000537,LN-000754,2025-11-09,12213.75,Grant-Ellis,WIRE-DF6E9DB62840,TRU-003,Matched
REM-000538,LN-001244,2025-06-18,25741.28,Day-Gonzalez,WIRE-C0CEA1A80C20,TRU-006,In-Review
REM-000539,LN-001082,2026-02-15,4925.84,Johnson and Sons,WIRE-A75626F97DB9,TRU-002,In-Review
REM-000540,LN-001684,2025-06-17,41212.79,Duncan Inc,WIRE-AFAAD9D1CEE5,TRU-008,Matched
REM-000541,LN-000456,2025-10-14,24884.94,"Peck, Wong and Perry",WIRE-A2D8C907E379,TRU-001,In-Review
REM-000542,LN-000829,2025-03-30,39579.2,Montes Group,WIRE-79FF2A4188C1,TRU-009,Unmatched
REM-000543,LN-000895,2025-12-08,33570.21,Anderson Inc,WIRE-1AE9B44E3D4A,TRU-008,Unmatched
REM-000544,LN-001385,2025-10-14,33008.46,"Meyer, Miranda and Watkins",WIRE-09116EA7C689,TRU-001,Matched
REM-000545,LN-001959,2025-05-04,31990.78,Snyder-Ferrell,WIRE-955088E5D422,TRU-010,Matched
REM-000546,LN-002435,2025-10-06,48076.21,"Juarez, Wilson and Cochran",WIRE-3ABF4825E9F8,TRU-009,Matched
REM-000547,LN-001997,2026-01-24,47852.42,"Stewart, Collins and Short",WIRE-2C68343AF992,TRU-002,Matched
REM-000548,LN-002396,2025-12-19,22017.6,Williams-Rodriguez,WIRE-CCD9E87D3E88,TRU-003,Matched
REM-000549,LN-000190,2025-07-17,12471.69,Ortega-Murillo,WIRE-556274FAF350,TRU-002,Matched
REM-000550,LN-000505,2025-05-12,34394.19,"Green, Gray and Hernandez",WIRE-18B6C530C42F,TRU-008,Matched
REM-000551,LN-001215,2025-07-15,34837.27,Atkinson-Zavala,WIRE-7DEC2EB925B2,TRU-002,Matched
REM-000552,LN-001532,2026-02-16,30711.52,"Cox, Jimenez and Rodgers",WIRE-22B0722513CB,TRU-010,Matched
REM-000553,LN-000824,2026-01-01,20209.35,Johnson-Zavala,WIRE-01F618BB4B57,TRU-002,Matched
REM-000554,LN-000929,2025-11-19,31857.17,Lopez-Davis,WIRE-9EA4B642900A,TRU-001,In-Review
REM-000555,LN-000934,2025-04-26,26521.66,Velazquez PLC,WIRE-AEE2BEB74F0C,TRU-007,Unmatched
REM-000556,LN-001141,2025-10-14,41321.71,"York, Cox and Davis",WIRE-CD16A97E538F,TRU-002,Matched
REM-000557,LN-000134,2025-04-11,17211.95,Tate-Flores,WIRE-EEB98520C2A0,TRU-010,Matched
REM-000558,LN-002106,2025-11-28,16179.7,White and Sons,WIRE-2813BDAF467B,TRU-005,Matched
REM-000559,LN-000685,2025-10-20,46504.11,"Mcbride, Hall and Hill",WIRE-A73A4FBCBE84,TRU-005,Matched
REM-000560,LN-002221,2026-02-07,35332.46,"Fischer, Durham and Miller",WIRE-BFBF4FB8CDB7,TRU-003,Unmatched
REM-000561,LN-001853,2026-02-18,43137.81,"Dunn, Ray and Vaughn",WIRE-EB050467AB3B,TRU-003,Matched
REM-000562,LN-000815,2026-01-12,43559.87,Escobar-Barrett,WIRE-B9E3923A0509,TRU-003,Matched
REM-000563,LN-001173,2026-03-11,31774.77,Woodard Inc,WIRE-A06FBC7EE061,TRU-006,Unmatched
REM-000564,LN-000080,2026-02-22,6235.52,Ellison-Fisher,WIRE-BA82D0BE1C1D,TRU-004,Matched
REM-000565,LN-000203,2025-07-28,10955.84,"Cook, Figueroa and Taylor",WIRE-1DB355CADDFE,TRU-003,Matched
REM-000566,LN-001253,2025-11-28,6306.76,Rush PLC,WIRE-F5BE0F49DE8C,TRU-002,Matched
REM-000567,LN-001700,2025-04-28,27701.71,Rodriguez Group,WIRE-9650AB657749,TRU-003,Matched
REM-000568,LN-001251,2026-03-02,39928.6,Harrison LLC,WIRE-E23621B85DD6,TRU-004,Matched
REM-000569,LN-001683,2025-10-23,32228.12,Weaver-Baker,WIRE-B8D4B65E929D,TRU-006,Matched
REM-000570,LN-001556,2025-05-04,13397.99,"Ayers, Jacobson and Wright",WIRE-46B21B3D16E3,TRU-004,Matched
REM-000571,LN-002095,2026-02-15,14713.33,Jackson-Wong,WIRE-F78FF428E872,TRU-008,Unmatched
REM-000572,LN-001257,2025-11-07,10425.97,"Haynes, Garcia and Burnett",WIRE-B011FDA31893,TRU-003,Matched
REM-000573,LN-001550,2025-06-02,31840.99,Robinson-Erickson,WIRE-100CEE939109,TRU-003,Unmatched
REM-000574,LN-001167,2025-09-29,41690.64,Rojas Ltd,WIRE-F8E9BE786B1A,TRU-003,Matched
REM-000575,LN-001397,2025-10-04,17063.61,"Allen, Russell and Maldonado",WIRE-8A2561B4BF3F,TRU-008,Matched
REM-000576,LN-000471,2026-03-09,1101.65,Ray-Blair,WIRE-0884A86FBAD0,TRU-004,Matched
REM-000577,LN-001036,2026-02-24,32999.85,Vasquez and Sons,WIRE-A5D8B566CAE4,TRU-001,Matched
REM-000578,LN-001354,2025-10-07,36400.25,Jordan PLC,WIRE-B0259E1FD7EB,TRU-002,Matched
REM-000579,LN-000968,2025-08-01,15207.52,"Price, Bryan and Carter",WIRE-855F349CB066,TRU-010,Matched
REM-000580,LN-000358,2025-10-07,26799.13,Sullivan PLC,WIRE-D3290EBB8009,TRU-002,Unmatched
REM-000581,LN-000668,2025-12-22,0.0,Bartlett-Roberts,WIRE-BEAF80D4C320,TRU-003,Matched
REM-000582,LN-000373,2025-07-06,5174.93,Jensen Inc,WIRE-EA10913A78BC,TRU-006,Matched
REM-000583,LN-001032,2025-07-23,30015.36,"Fisher, Wong and Jimenez",WIRE-20C91FF22CD4,TRU-008,In-Review
REM-000584,LN-001146,2025-08-11,43992.18,Sullivan and Sons,WIRE-4139ADAE0345,TRU-001,Matched
REM-000586,LN-000090,2025-07-23,23874.64,"Carpenter, Coffey and Wright",WIRE-63165E52413A,TRU-001,Unmatched
REM-000587,LN-000540,2025-10-12,6893.39,"Williams, Bolton and Mcgee",WIRE-B367138FB757,TRU-010,Matched
REM-000588,LN-000869,2025-11-13,43158.39,"Jones, Foster and Sanford",WIRE-74F116A06CB0,TRU-002,Matched
REM-000589,LN-000041,2025-05-10,6540.89,Chung-Andrews,WIRE-AB3786839EAE,TRU-003,Matched
REM-000590,LN-000740,2025-04-08,19158.75,"Clark, Rodriguez and Horton",WIRE-2745F6EC9F68,TRU-007,Matched
REM-000591,LN-001947,2025-05-10,22289.85,Rodriguez-Clark,WIRE-AF9FDB165996,TRU-009,Matched
REM-000592,LN-001225,2025-05-06,21276.5,Thomas Ltd,WIRE-B36665C1A322,TRU-003,Matched
REM-000593,LN-000929,2025-11-19,31857.17,Melton LLC,WIRE-76D9424E53ED,TRU-008,In-Review
REM-000594,LN-002037,2025-12-12,6147.74,Gray-Stone,WIRE-820FD66387A3,TRU-009,Unmatched
REM-000595,LN-000925,2025-09-07,21548.07,Ramos-Harris,WIRE-00BB205F0C8E,TRU-010,Matched
REM-000596,LN-001582,2025-06-07,19849.85,"Thomas, Price and Lopez",WIRE-F16B636FD437,TRU-007,Matched
REM-000597,LN-000390,2025-03-19,40438.32,"Hodge, Bates and Burns",WIRE-8409CBB6FC4D,TRU-004,Unmatched
REM-000598,LN-001618,2025-10-07,33261.04,Kim-King,WIRE-8411FBA7F614,TRU-004,Matched
REM-000599,LN-000256,2025-05-06,28061.66,Ford-Brown,WIRE-3FF0D513DF30,TRU-004,Matched
REM-000600,LN-000709,2025-12-31,13104.71,Goodman PLC,WIRE-B80B64C65721,TRU-006,Matched
REM-000601,LN-001839,2025-04-17,46440.14,Harris-Rodriguez,WIRE-B80D474FA40C,TRU-004,Unmatched
REM-000602,LN-001945,2025-09-22,39536.44,Taylor-Ramirez,WIRE-4B9101CFD800,TRU-005,Matched
REM-000603,LN-002498,2025-05-13,43346.07,Hammond-Kennedy,WIRE-62CF8AAE8B47,TRU-009,In-Review
REM-000604,LN-000010,2025-12-24,35549.59,"Brown, Gibson and Turner",WIRE-FB0BB74CD29A,TRU-007,Matched
REM-000605,LN-000798,2025-05-12,0.0,Cole Ltd,WIRE-F18E49D93516,TRU-008,Matched
REM-000606,LN-000877,2026-03-09,35940.63,Franco-Stuart,WIRE-2BECFD346F91,TRU-005,Matched
REM-000607,LN-001029,2025-10-26,16295.47,Martin-Walker,WIRE-D3E27A2C743D,TRU-005,Matched
REM-000608,LN-001016,2025-11-09,46299.79,Smith and Sons,WIRE-6CBD9210643B,TRU-007,Unmatched
REM-000609,LN-001825,2026-01-23,32373.26,"Tucker, Robinson and Fry",WIRE-A81E64A57EBC,TRU-008,In-Review
REM-000610,LN-000374,2025-12-01,34308.84,"May, Thomas and Adams",WIRE-CB719BDD2133,TRU-009,Matched
REM-000611,LN-002194,2025-07-03,28241.81,Boyd-Vaughn,WIRE-F36F2440EA91,TRU-002,In-Review
REM-000612,LN-000224,2025-03-28,18701.93,Atkins-Black,WIRE-38B776C00A85,TRU-003,Unmatched
REM-000613,LN-001263,2025-03-23,15862.92,Francis-Smith,WIRE-FC79A93BF30A,TRU-002,Matched
REM-000614,LN-002225,2025-07-10,1114.0,"Krueger, Rodriguez and Roach",WIRE-47A5836E25D9,TRU-010,Matched
REM-000615,LN-001803,2026-02-13,17985.94,Pacheco-Todd,WIRE-7E00EE09DCC8,TRU-007,Matched
REM-000616,LN-000853,2025-11-17,10890.33,"Velazquez, Foley and Andrews",WIRE-AEC68A28E80D,TRU-002,Matched
REM-000617,LN-000063,2025-04-24,53067.06,"Weeks, Burton and Madden",WIRE-4D0FFF598EB3,TRU-002,Matched
REM-000618,LN-001241,2025-10-12,43496.85,Hernandez Inc,WIRE-543766B328C0,TRU-002,Matched
REM-000619,LN-000689,2025-07-08,38589.9,Mack-Carrillo,WIRE-69EC90DE57B1,TRU-004,Matched
REM-000620,LN-001485,2025-05-09,16567.0,Bradley-Smith,WIRE-D92C4B80819D,TRU-001,Unmatched
REM-000621,LN-001634,2025-12-30,39874.77,Lopez Ltd,WIRE-490F98930C1B,TRU-002,Unmatched
REM-000622,LN-002153,2026-03-01,35744.69,Le-Coleman,WIRE-4E362C786532,TRU-003,Matched
REM-000623,LN-000511,2026-01-19,30864.05,"Ballard, Willis and Fuller",WIRE-0511F8D7D6F7,TRU-007,Matched
REM-000624,LN-000385,2026-03-10,0.0,"Wilkinson, Guzman and Elliott",WIRE-A1C2941017B6,TRU-010,Matched
REM-000625,LN-000405,2025-07-02,16342.46,James PLC,WIRE-B3F57CDFB5E1,TRU-001,Matched
REM-000626,LN-000518,2025-04-07,40622.39,Zamora LLC,WIRE-A6F5DCCB4302,TRU-006,Matched
REM-000627,LN-000476,2025-07-06,0.0,Hodge LLC,WIRE-ADA2033EB3A9,TRU-003,Matched
REM-000628,LN-002001,2025-08-09,12425.6,Blake-Patel,WIRE-8AB3CDFE457F,TRU-003,Matched
REM-000629,LN-001669,2025-10-06,6260.14,Perez-Bernard,WIRE-FFB3C42DAF15,TRU-004,Matched
REM-000630,LN-001894,2025-05-09,12118.71,Norris Inc,WIRE-AF4EDFA3D74E,TRU-004,Matched
REM-000631,LN-001461,2025-06-14,19996.29,"Huang, Hall and Delacruz",WIRE-24F4C416B543,TRU-007,Matched
REM-000632,LN-000714,2025-10-25,20886.13,Mcdonald PLC,WIRE-9B1A483DCCB8,TRU-003,Unmatched
REM-000633,LN-000083,2026-03-04,16879.45,"Jones, Becker and Daugherty",WIRE-8C76753027AF,TRU-008,In-Review
REM-000634,LN-001169,2025-10-15,767.4,Higgins-Walker,WIRE-F78504D85069,TRU-008,Matched
REM-000635,LN-001902,2025-05-24,758.87,Robinson Inc,WIRE-A7C519BCBCB3,TRU-007,Matched
REM-000636,LN-002049,2025-07-25,27405.14,Scott PLC,WIRE-F8F3E1867BDA,TRU-002,Matched
REM-000637,LN-000051,2025-12-19,48494.44,Martinez-Ramirez,WIRE-56757B0BEF58,TRU-005,Matched
REM-000638,LN-000685,2025-10-18,46504.11,"Wu, Orozco and Davis",WIRE-5F7F6AECCC6D,TRU-006,Matched
REM-000639,LN-000717,2025-06-16,41615.66,Carr Inc,WIRE-609B857871DD,TRU-010,Matched
REM-000640,LN-001470,2025-09-01,39228.08,Moody-Herrera,WIRE-7874EF2D2270,TRU-004,In-Review
REM-000641,LN-000449,2025-07-04,19124.85,"Mays, Allen and Alvarez",WIRE-B1FF4329ADA4,TRU-010,Matched
REM-000642,LN-000881,2025-07-25,11938.2,Weaver-Sandoval,WIRE-81271424EB18,TRU-005,Unmatched
REM-000643,LN-000488,2025-08-08,14407.68,"Chandler, Howe and Burns",WIRE-3CEA86D07246,TRU-009,Matched
REM-000644,LN-001824,2025-12-08,38844.37,Flynn LLC,WIRE-2CAC8928609B,TRU-007,Matched
REM-000645,LN-002082,2025-08-25,3727.63,Davis PLC,WIRE-0420A022450C,TRU-002,Matched
REM-000646,LN-002143,2026-02-21,35657.02,Buckley LLC,WIRE-6EFAB4F9DD81,TRU-001,Matched
REM-000647,LN-001575,2026-01-18,11228.62,Simmons LLC,WIRE-990BB8EE5696,TRU-002,Matched
REM-000648,LN-002202,2025-04-21,7624.33,Mullins-Hawkins,WIRE-0BD01864559C,TRU-003,Matched
REM-000649,LN-000250,2025-11-16,42723.97,Johnson Inc,WIRE-52D829110B10,TRU-002,Matched
REM-000650,LN-000674,2025-10-01,26463.31,"Armstrong, Contreras and Lee",WIRE-74F82255E5D3,TRU-003,Matched
REM-000651,LN-000438,2025-09-21,41182.07,Young Inc,WIRE-1D56E946FD0E,TRU-010,Matched
REM-000652,LN-002166,2025-06-05,48965.69,"White, Wilcox and Gonzalez",WIRE-81475DAADF95,TRU-009,In-Review
REM-000653,LN-000771,2025-10-06,5976.27,Murray-Stanley,WIRE-BE09B0BE5DF4,TRU-004,Matched
REM-000654,LN-000268,2025-04-18,35272.96,Montgomery Inc,WIRE-7ADB35DB8014,TRU-009,Matched
REM-000656,LN-001078,2025-05-18,34142.54,Richardson LLC,WIRE-53D8496F748F,TRU-001,Unmatched
REM-000657,LN-000236,2025-04-23,36261.38,"Reynolds, Watts and Bass",WIRE-48AC8CE7AF00,TRU-005,Matched
REM-000658,LN-000389,2025-12-15,37655.43,Wells Inc,WIRE-5070E3031C37,TRU-010,Matched
REM-000659,LN-000763,2025-08-26,12800.21,Brooks PLC,WIRE-9A9B416F49DB,TRU-010,Matched
REM-000660,LN-001849,2025-05-30,44402.78,Cohen Group,WIRE-85A462AC052D,TRU-002,Matched
REM-000661,LN-002449,2025-08-31,3353.56,Miller and Sons,WIRE-7258D1993580,TRU-004,Matched
REM-000662,LN-000624,2026-02-24,24483.89,Jones Group,WIRE-A74E8C90222B,TRU-002,In-Review
REM-000663,LN-001253,2025-11-27,6306.76,Hamilton Ltd,WIRE-D8EE68AC11FD,TRU-002,Unmatched
REM-000664,LN-000578,2025-12-08,0.0,Adams PLC,WIRE-3747F24DD472,TRU-003,Matched
REM-000665,LN-002123,2025-08-30,51470.02,"Peters, Byrd and Dodson",WIRE-7D9B33150639,TRU-005,Matched
REM-000666,LN-000435,2025-05-30,4663.29,"Nolan, Stark and Joyce",WIRE-68EB64581747,TRU-004,Matched
REM-000667,LN-002151,2025-05-28,20365.46,Moore-Osborn,WIRE-16068EF16B22,TRU-002,Matched
REM-000668,LN-000764,2025-05-09,0.0,"Guerrero, Lewis and Cole",WIRE-955D872DECD8,TRU-010,Unmatched
REM-000669,LN-001330,2025-06-15,25160.69,Carr Group,WIRE-1C48F3FB0A95,TRU-002,Matched
REM-000670,LN-002146,2025-09-17,41171.03,Stewart-Obrien,WIRE-CD0E4DF9AD2E,TRU-006,Matched
REM-000671,LN-001359,2025-11-05,14202.98,"Yates, Houston and Gonzalez",WIRE-163E55736B20,TRU-007,Matched
REM-000672,LN-002483,2025-07-13,47230.08,Bennett-Nichols,WIRE-91DDC107933A,TRU-010,Unmatched
REM-000673,LN-000447,2025-04-08,49307.05,Baxter Inc,WIRE-0279A9EA1E38,TRU-006,Matched
REM-000674,LN-002018,2025-12-03,45041.75,"Martinez, Brown and Mclaughlin",WIRE-F483AD12E089,TRU-007,Matched
REM-000675,LN-001332,2025-05-23,36100.49,"Herring, Wilson and Mendoza",WIRE-1AFB7CBD4D37,TRU-001,Matched
REM-000676,LN-000249,2026-01-09,48199.19,"Carpenter, Rojas and Taylor",WIRE-27A87AF8F5F2,TRU-006,Matched
REM-000677,LN-000166,2025-06-19,41847.47,"White, Liu and Lindsey",WIRE-65CD36D962C2,TRU-003,In-Review
REM-000678,LN-001359,2025-11-07,14202.98,Odonnell PLC,WIRE-106A3BD86645,TRU-001,Matched
REM-000679,LN-001020,2025-10-12,2180.33,"Stephens, Jones and Ryan",WIRE-CEB4E1E6C75F,TRU-008,Matched
REM-000680,LN-000542,2025-10-08,30505.64,Morgan PLC,WIRE-D09F582A1638,TRU-004,Matched
REM-000681,LN-000759,2026-01-19,44747.68,Green LLC,WIRE-7D9E81B8702F,TRU-010,Unmatched
REM-000682,LN-002129,2025-10-19,49419.72,"Taylor, White and Patterson",WIRE-66F698945AA4,TRU-008,Matched
REM-000683,LN-002181,2025-07-25,15612.88,Taylor and Sons,WIRE-6EB07C6A3CCF,TRU-010,Matched
REM-000684,LN-000797,2025-11-21,46639.85,"Fields, Holmes and Weber",WIRE-FB7E2BF542CD,TRU-004,Matched
REM-000685,LN-000138,2025-06-09,35299.44,Henderson Ltd,WIRE-C29DD9EAAC99,TRU-004,Matched
REM-000686,LN-002232,2025-09-15,3038.51,"Miller, Wolf and Murray",WIRE-C7C7F361D150,TRU-010,Unmatched
REM-000687,LN-001354,2025-10-04,36400.25,"Hill, Boone and Johnson",WIRE-36D5FE1D8C6F,TRU-004,Unmatched
REM-000688,LN-001876,2026-02-11,27340.74,Deleon Ltd,WIRE-54E2C66952F0,TRU-006,Matched
REM-000689,LN-000069,2025-07-14,4190.26,"Johnson, Pacheco and Johnson",WIRE-1839A3E336C6,TRU-009,Matched
REM-000690,LN-002101,2025-10-09,45796.96,Martin-Harmon,WIRE-B845E5C02481,TRU-005,In-Review
REM-000691,LN-001474,2025-04-14,20504.95,"Willis, Miller and Lee",WIRE-C99D238A3697,TRU-010,Matched
REM-000692,LN-000205,2026-01-24,30518.24,Gonzales PLC,WIRE-5C0AB0E0C54C,TRU-008,Matched
REM-000693,LN-002174,2025-05-26,25860.9,"Watson, Cobb and Goodman",WIRE-0E3EF28AD84E,TRU-008,Matched
REM-000694,LN-000043,2025-09-26,2202.23,"Johnson, Hernandez and Gomez",WIRE-4C43119AC781,TRU-004,Matched
REM-000695,LN-001907,2025-06-17,47924.64,Chambers-Norton,WIRE-31D71CF94189,TRU-010,Matched
REM-000696,LN-002159,2026-02-09,22792.37,"Brewer, Goodwin and Green",WIRE-F62E439611FD,TRU-009,Unmatched
REM-000697,LN-000761,2025-05-17,8007.91,Gardner and Sons,WIRE-92F6F7754E48,TRU-009,Unmatched
REM-000698,LN-002143,2026-02-23,35657.02,"Barnett, Fernandez and Mitchell",WIRE-2519792398A5,TRU-005,Matched
REM-000699,LN-001995,2025-06-04,37693.07,"Kent, Jones and Thompson",WIRE-883D11BBA734,TRU-006,Matched
REM-000700,LN-001936,2025-10-15,40346.96,Mason-Kramer,WIRE-979B1C6F4373,TRU-005,Matched
REM-000701,LN-000900,2025-08-13,4732.67,Gray-Williams,WIRE-94A967A0D8CB,TRU-003,Matched
REM-000702,LN-000360,2026-02-23,28985.97,Mcdonald-Williams,WIRE-EF3D94B4D809,TRU-008,Matched
REM-000703,LN-001720,2025-10-27,12339.42,Smith LLC,WIRE-3B04C56B769F,TRU-009,Matched
REM-000704,LN-000281,2025-11-08,54773.54,Gray Ltd,WIRE-1E750E7B33AC,TRU-004,In-Review
REM-000705,LN-001888,2025-06-25,6744.06,Davis-Ramsey,WIRE-FF8C47D4D88C,TRU-009,Unmatched
REM-000706,LN-000667,2025-08-31,12674.91,Moreno-Sullivan,WIRE-E22442DC791F,TRU-009,Matched
REM-000707,LN-000093,2025-09-27,38158.86,"Martinez, Gutierrez and Salinas",WIRE-500AD5E235D8,TRU-007,Matched
REM-000708,LN-000672,2025-07-03,44889.89,"Perez, Morris and Stanley",WIRE-E475D87D6C10,TRU-008,Matched
REM-000709,LN-001970,2025-10-02,1796.74,Collins-Jackson,WIRE-9CD0E66C810C,TRU-003,In-Review
REM-000710,LN-000061,2025-06-26,19739.53,"Bennett, Williams and Klein",WIRE-9BD6AAC4AC1B,TRU-005,Matched
REM-000711,LN-001029,2025-10-22,16295.47,"Harrison, Russell and Allen",WIRE-7EF630E702D5,TRU-003,Matched
REM-000712,LN-001490,2025-04-09,22710.33,"Chase, Grant and Montgomery",WIRE-22FABAEF9DE8,TRU-007,Matched
REM-000713,LN-000604,2025-10-08,4890.78,Barton Ltd,WIRE-D68B5A36E454,TRU-006,Unmatched
REM-000714,LN-000682,2025-09-15,13266.19,"Lopez, Brown and Adams",WIRE-8AF580CA64E7,TRU-003,Unmatched
REM-000715,LN-001429,2025-08-05,32136.44,Hebert Group,WIRE-A0988D733E2D,TRU-009,Matched
REM-000716,LN-002281,2025-07-21,11203.47,Davenport-Martinez,WIRE-A40959E70B3E,TRU-001,Unmatched
REM-000717,LN-000524,2026-03-04,42184.89,"Herman, Rodgers and Green",WIRE-7D1E62E88191,TRU-010,Matched
REM-000718,LN-002394,2025-11-14,7558.41,"Green, Vincent and Thompson",WIRE-77F3D423DE65,TRU-003,Matched
REM-000719,LN-001969,2025-07-14,17058.31,Jimenez-Galvan,WIRE-47A1F9F5DD52,TRU-010,Unmatched
REM-000720,LN-001102,2025-11-20,48470.58,"Lee, Robbins and Lopez",WIRE-377FA8B09289,TRU-007,Unmatched
REM-000721,LN-001754,2025-04-23,12439.47,"Brown, Adams and Moore",WIRE-AD4131BF0B1F,TRU-003,Matched
REM-000722,LN-001837,2026-02-11,6840.74,Thomas Group,WIRE-99987962E6D4,TRU-003,Matched
REM-000723,LN-002297,2025-06-01,11343.91,"Gregory, Barber and Boyd",WIRE-B79ED4A9136E,TRU-002,Unmatched
REM-000724,LN-002095,2026-02-17,14713.33,"Caldwell, Cross and Russell",WIRE-1253F7D64A1A,TRU-009,Unmatched
REM-000725,LN-001145,2025-03-21,13717.9,Smith Group,WIRE-166EE87C7012,TRU-004,Unmatched
REM-000726,LN-002262,2026-01-14,30295.21,"Anderson, Bowen and Kirk",WIRE-802A28F6A29C,TRU-010,Matched
REM-000727,LN-002287,2026-01-29,48590.87,Lewis-Collins,WIRE-46F1F4B80DD2,TRU-006,In-Review
REM-000728,LN-001080,2025-12-04,47523.08,Miller-Marks,WIRE-00E92EB46BF8,TRU-002,In-Review
REM-000729,LN-002398,2025-05-14,1759.66,Carter-Hendrix,WIRE-B4F1AEF02C02,TRU-009,Matched
REM-000730,LN-000107,2025-04-21,19373.66,Moore-Shah,WIRE-5CB61F5F6D12,TRU-007,Unmatched
REM-000731,LN-000048,2025-07-28,26243.37,Todd-Cline,WIRE-F09935CA80BD,TRU-010,Matched
REM-000732,LN-000337,2025-10-07,42845.3,Lopez and Sons,WIRE-B1F118F62757,TRU-005,Matched
REM-000733,LN-001050,2025-06-15,1552.84,"Lowe, Morgan and Vega",WIRE-51D905AE3C80,TRU-007,Matched
REM-000734,LN-001281,2025-09-28,31098.71,Lee-Grimes,WIRE-AF5B8397839D,TRU-004,Matched
REM-000735,LN-002056,2026-01-30,33616.61,"Johnson, Miller and Bennett",WIRE-A0AE111D59F0,TRU-010,Matched
REM-000736,LN-000625,2025-12-14,31103.61,Conner-Roy,WIRE-E79A4F0547BE,TRU-007,Unmatched
REM-000737,LN-001891,2025-06-04,5409.32,"Johnston, Briggs and Wagner",WIRE-2FF62CBD87B8,TRU-002,Matched
REM-000738,LN-001277,2025-07-24,12481.23,Ingram Ltd,WIRE-B8E5185494DD,TRU-007,Matched
REM-000739,LN-001716,2025-11-06,49745.88,Richardson PLC,WIRE-46928847AE98,TRU-004,In-Review
REM-000740,LN-000303,2025-10-01,27261.44,"Mason, White and Haas",WIRE-4B30F9C9970D,TRU-004,Matched
REM-000741,LN-000639,2025-07-19,13827.54,Swanson-Anderson,WIRE-99206417388F,TRU-001,Matched
REM-000742,LN-000056,2025-08-16,46132.77,"Decker, Brown and Watts",WIRE-B525D3BA25B3,TRU-003,Matched
REM-000743,LN-000726,2025-09-30,42170.52,Roberts Ltd,WIRE-C04B87BD1281,TRU-005,Matched
REM-000744,LN-000526,2025-06-28,23700.31,Kaiser LLC,WIRE-3A9AF27DBBDA,TRU-005,Matched
REM-000745,LN-000474,2025-04-08,44611.58,Harris and Sons,WIRE-691C59CE2B12,TRU-002,Unmatched
REM-000746,LN-000028,2025-07-08,25954.6,Booker LLC,WIRE-64070DA87D6A,TRU-004,Matched
REM-000747,LN-002126,2025-08-19,33562.04,Poole LLC,WIRE-3A8A90683907,TRU-001,Unmatched
REM-000748,LN-000365,2025-04-23,47102.51,"Edwards, Fletcher and Foster",WIRE-DA382026E4C4,TRU-009,Matched
REM-000749,LN-000526,2025-06-24,23700.31,Roman Inc,WIRE-3895A421ACAF,TRU-001,Matched
REM-000750,LN-001336,2025-11-29,32691.12,Davis PLC,WIRE-668064C3C661,TRU-006,Matched
REM-000751,LN-000883,2025-05-20,0.0,Fox-Griffith,WIRE-8D43D4F5E80D,TRU-007,Unmatched
REM-000752,LN-001031,2026-01-20,2331.88,Stephens PLC,WIRE-D6DAA4D8A35C,TRU-003,Matched
